Team,Matches Played,No-Show,Auto-Amp,Auto-Speaker,Leave,AutoScore,Teleop-Amp,Teleop-Speaker,Amplifications,TeleopScoreUnamplified,TeleopScoreAmplified,TeleopScoreAveraged,Teleop-Trap,Park,Climbed,Spotlite,Unamplified Score,Amplified Score,AverageScore
1501,48,0,0,133,31,731,105,163,39,547,1163,858.5,25,156,358,248.5,1074,2046,55.79166667
